customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
9943-VSZUV,Female,1.0103998915069385,Yes,Yes,61.3707309117052,Yes,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),71.81427032782524,2339.3,No
0117-LFRMW,Male,0.0,Yes,Yes,35.689468101947774,Yes,No,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),41.49092761712049,1189.9,No
6172-FECYY,Male,0.0,No,No,52.905149379640584,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Electronic check,81.84267531717609,600,No
7054-ENNGU,Male,0.0,No,Yes,8.989485040466976,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.00489959666804,4144.9,No
1455-HFBXA,Male,0.0,Yes,No,50.25281636780659,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.54140597828945,5448.6,No
9402-CXWPL,Male,0.0,Yes,Yes,76.93388102961885,No,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),92.44512167706178,373.5,No
1628-BIZYP,Female,0.0,No,No,0.9337240160230598,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,92.84445226138385,1009.25,Yes
1965-AKTSX,Female,0.9947100862267351,No,Yes,13.202243474765808,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,No,Electronic check,86.40127067764499,3379.25,Yes
0082-LDZUE,Male,0.0,Yes,Yes,1.099112410988468,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,46.13544560011864,2515.3,No
4786-UKSNZ,Female,0.0,No,Yes,1.0458813603026391,No,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.468231672970152,5714.2,No
5343-SGUBI,Female,0.0,Yes,No,47.122201376947274,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,73.56991552444393,49.55,Yes
0856-NAOES,Male,0.0,Yes,No,6.567818319271865,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,60.12958794544802,344.2,No
1976-AZZPJ,Female,0.0,Yes,Yes,6.65584489119866,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,37.446324032269935,476.8,No
7248-VZQLC,Female,1.0391350027697774,No,No,51.54110339200338,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Mailed check,90.07232037560733,1174.35,Yes
6156-UZDLF,Male,0.0,Yes,No,24.82825441188991,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),87.07648782413025,501,Yes
3099-OONVS,Male,0.0,Yes,Yes,26.476052382051417,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.22502696506003,6293.2,No
9500-WBGRP,Male,0.0,No,No,69.91672562547436,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),17.516665277927515,1270.55,Yes
5183-KLYEM,Male,0.0,No,Yes,73.62353580656563,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,110.81639581844846,3457.9,Yes
5144-PQCDZ,Female,0.0,Yes,No,4.05427555621636,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,21.781975564446274,3355.65,Yes
8514-VZHEB,Female,0.0,Yes,No,63.151787168860714,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,19.386220397843847,5639.05,Yes
6625-IUTTT,Male,0.0,Yes,Yes,72.3359101685879,No,No phone service,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.63503191719873,5662.25,Yes
9355-NPPFS,Male,0.9860932901192021,Yes,Yes,25.50734665495829,No,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),74.22740860621523,7758.9,Yes
0068-FIGTF,Male,0.0,No,No,28.897565324320773,No,No phone service,No,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,71.6932583482498,6780.1,Yes
5965-GGPRW,Male,0.0,No,Yes,66.72246612385504,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,99.11913117169486,1189.4,No
8035-PWSEV,Female,0.0,Yes,Yes,6.387992451609165,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),92.92058825818737,1581.2,No
2236-HILPA,Male,0.0,Yes,Yes,59.96508167305741,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Mailed check,20.660477768331937,270.6,No
1840-BIUOG,Female,0.0,No,No,20.44508242761041,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),62.34194024137079,5959.3,No
1356-MKYSK,Male,0.0,Yes,Yes,6.047043304269945,No,No,No,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),72.5135114829309,3517.9,No
6080-LNESI,Female,0.0,Yes,No,53.59672951560943,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),25.65886877349093,60,No
1830-IPXVJ,Male,0.0,Yes,Yes,62.011861908818794,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,18.560963179878136,118.3,Yes
5828-DWPIL,Female,0.9535303485992747,Yes,No,61.64156785497314,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),97.18694909406338,1218.55,Yes
8398-TBIYD,Male,0.0,Yes,Yes,75.40780900415498,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,79.88104230938579,6697.35,No
0011-IGKFF,Female,1.0516930108777036,Yes,No,13.459233307268825,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,97.66139285849066,921.55,No
4192-GORJT,Female,0.0,No,No,4.8960091541076585,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),89.08777205164456,5016.25,No
6496-SLWHQ,Male,0.9071372151685051,Yes,Yes,2.702932057982119,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),97.89587920004806,521.9,Yes
9912-GVSEQ,Male,1.0594273169845274,Yes,Yes,26.531669456558323,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,85.05319584437694,1052.4,No
2931-FSOHN,Female,0.9036998955213724,No,Yes,12.865773661977583,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),58.8420959774182,2053.05,Yes
9418-RUKPH,Male,0.0,Yes,Yes,36.60325159601765,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.90626807654037,465.05,Yes
5383-MMTWC,Female,0.9823770195897973,No,Yes,7.549646997208091,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),90.76235824046134,178.85,No
9971-ZWPBF,Male,0.9501996245149168,Yes,Yes,31.482306113541433,No,Yes,No,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,99.08681408030832,595.5,No
4712-AUQZO,Female,0.0,No,Yes,17.71946893106342,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,Yes,Mailed check,35.20953678402516,7195.35,Yes
9711-FJTBX,Female,0.0,No,Yes,56.51854744568995,No,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,90.54327737648693,307.6,No
2908-ZTPNF,Female,0.0,No,Yes,38.47250648597198,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),35.65938587610573,1818.3,No
7240-ETPTR,Male,0.0,Yes,No,8.86701769419157,No,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),45.13173292596379,1730.65,Yes
2202-CUYXZ,Female,0.0,Yes,No,0.914584470603397,Yes,No,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),83.16772933929579,3480,Yes
5995-OIGLP,Male,0.0,Yes,No,11.990170093323027,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),53.16198965459176,1373,No
8421-WZOOW,Female,1.038722054687277,Yes,No,56.88571602451762,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.23660586840008,25,No
6261-RCVNS,Male,0.0,Yes,Yes,38.81925513911217,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,74.56989023534261,1459.35,No
7951-QKZPL,Female,0.0,Yes,No,32.55074105189077,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),23.479959816123678,49,Yes
1414-YADCW,Female,0.0,Yes,No,69.23090889295716,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,88.0326475864923,45.4,Yes
8756-RDDLT,Female,0.0,Yes,No,73.3561646157549,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Mailed check,40.77540013916332,3483.45,No
2862-PFNIK,Female,0.0,Yes,No,1.0511437021294348,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,26.642617805001365,7365.3,No
5816-QVHRX,Female,0.0,No,No,39.724799521836246,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,98.92289800257586,492,No
4430-YHXGG,Female,0.0,No,No,3.8873791269204787,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),25.259880426249783,3371.75,Yes
6888-SBYAI,Male,0.0,No,No,0.9984828579429671,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),52.5999331336778,5812.6,No
7395-XWZOY,Female,0.0,Yes,No,19.408447710265403,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Mailed check,56.416395990778945,389.25,No
7169-YWAMK,Female,0.0,Yes,Yes,78.46457086677725,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),67.8583339647066,60.1,Yes
3640-PHQXK,Female,0.0,Yes,No,28.56538331904597,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),82.10470326465828,5940.85,No
6877-LGWXO,Male,0.9075755378274455,No,No,18.249145110520224,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),86.08283064427572,5714.25,Yes
6859-RKMZJ,Female,0.0,Yes,No,10.317827050685958,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,53.873825170207795,795.15,Yes
2729-VNVAP,Male,0.0,No,Yes,31.659889012927717,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,20.300792798599694,3171.6,No
2957-JIRMN,Male,1.0630433268405635,No,Yes,59.31219035504822,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Electronic check,83.76739785912956,1415.85,No
2049-BAFNW,Male,0.0,Yes,No,0.9345410714638929,No,No phone service,No,Yes,No,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),34.82635720069413,1101.85,Yes
3842-QTGDL,Male,0.0,No,No,17.35166866509881,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),83.70651391282954,1463.45,No
7163-OCEQI,Female,0.0,Yes,Yes,20.424100663154523,No,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),77.94444278314441,2697.4,No
9782-LGXMC,Male,0.0,No,No,49.019606534785154,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.15058827810599,903.6,No
5975-BAICR,Female,0.0,No,No,32.955384944779745,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),59.592354404755554,1233.4,No
8019-ENHXU,Male,0.0,No,No,39.57505512284811,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.07220072089311,5430.35,No
5167-GBFRE,Male,1.0504614287588983,Yes,Yes,3.66843332551289,No,No,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),26.266230677853397,98.35,Yes
9033-EOXWV,Male,0.0,Yes,No,11.920086638657327,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),77.32100229200023,1789.65,No
4673-KKSLS,Female,0.0,No,Yes,31.296228120683452,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),92.25490388181282,5744.35,Yes
4853-OITSN,Male,0.0,No,Yes,4.88182400046215,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,No,Mailed check,88.54511586745507,2404.1,No
9800-OUIGR,Male,0.0,No,No,62.91816445230707,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,18.90609872881667,1372.45,No
1324-NLTJE,Female,0.9258543955865794,Yes,Yes,13.603333966563545,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),53.03156966113807,3952.45,Yes
2324-EFHVG,Male,0.0,Yes,Yes,66.52544960872767,No,No,No,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Electronic check,94.35166592228025,5688.45,Yes
7094-MSZAO,Female,0.0,No,No,10.016867270636878,No,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.627259697087545,1393.6,No
1522-VVDMG,Female,0.0,Yes,Yes,6.828016629937399,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,96.52371647004446,2496.7,Yes
6907-CQGPN,Female,0.0,No,No,27.36424213922859,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,33.4601146198295,1054.75,Yes
0780-XNZFN,Female,0.0,Yes,No,60.917240526594114,No,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.852809981016247,982.95,No
0239-OXEXL,Female,0.0,No,Yes,47.69489008841695,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),89.8323648590326,1205.5,No
2675-IJRGJ,Female,0.0,Yes,Yes,48.90614509102921,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,20.070962037954594,1459.35,Yes
7049-GKVZY,Female,0.0,Yes,No,16.206768710156773,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),83.62833857352096,1714.95,No
8577-QSOCG,Male,0.0,Yes,No,37.873932100750224,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.008851877373335,2296.25,No
3721-CNZHX,Female,0.0,Yes,Yes,13.649710083452609,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),21.50917645876943,3160.55,Yes
0212-ISBBF,Male,0.0,Yes,No,23.824918362545713,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),48.61854623607505,1355.1,Yes
9185-TQCVP,Male,0.0,No,Yes,13.287759068056182,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.26149135034974,831.75,No
3585-YNADK,Female,0.0,Yes,No,59.50254622864411,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Electronic check,78.45246978702781,2964,Yes
5271-DBYSJ,Male,1.0440071130302102,No,No,10.137218263777967,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),76.75468303529348,1901.25,Yes
1099-GODLO,Female,0.0,No,Yes,1.0674411726192894,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),21.91175859023019,702.9,No
6828-HMKWP,Male,0.0,Yes,Yes,12.554653162564346,No,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,21.520621895868608,1094.5,Yes
5567-WSELE,Male,0.9128532850616033,Yes,No,2.9666185094106132,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,101.59873783223829,1614.05,No
1472-TNCWL,Female,0.0,Yes,Yes,34.6659794497106,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),93.34888306448144,3419.3,No
8063-RJYNF,Male,0.0,No,Yes,16.58398269764689,No,No,DSL,No internet service,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.53361412066464,2263.4,Yes
0687-ZVTHB,Male,0.0,Yes,No,70.03566480241905,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,65.70974125207347,7806.6,No
2080-GKCWQ,Male,0.0,No,No,1.8899582386051652,No,No phone service,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),75.63465346227267,4908.25,No
9661-ACXBS,Female,0.0,No,Yes,42.39784711780004,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),104.65008873858973,638.95,No
2193-SFWQW,Male,0.0,No,No,76.40873987648303,No,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),117.05639508141111,3361.05,No
5656-JAMLX,Male,0.0,No,Yes,60.90010468787803,No,No phone service,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,21.158626944209665,8109.8,No
3462-BJQQA,Male,0.0,No,No,6.221166959057306,No,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),94.4062671158296,3791.6,Yes
0442-TDYUO,Female,0.0,No,Yes,43.31467451993883,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),20.31645679502806,564.4,Yes
6733-LRIZX,Male,0.0,No,No,36.420719526343426,No,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),99.3358677989181,803.3,Yes
9503-XJUME,Male,0.0,Yes,Yes,55.6135626758912,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),20.06163524595226,6480.9,No
4367-NHWMM,Female,0.0,Yes,No,1.0982217387919946,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,26.156317333681347,435.25,No
3727-RJMEO,Male,0.0,No,No,5.961953862393609,No,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,82.73512827725416,1052.35,Yes
3779-OSWCF,Female,0.0,Yes,Yes,70.96218534497162,No,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),102.46977118262886,2483.65,Yes
6736-DHUQI,Male,0.0,No,No,70.11001168830167,No,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),87.08072278170857,1493.55,No
3915-ODIYG,Male,1.0561205534681364,Yes,Yes,58.82788014687077,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,74.54604485691904,784.45,No
1360-RCYRT,Male,0.0,Yes,Yes,22.80940720121612,No,No phone service,No,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),29.919464527369215,1237.85,No
2724-FJDYW,Female,0.0,Yes,No,35.22840718760265,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),50.22538672584588,6954.15,No
4451-RWASJ,Female,0.0,No,No,16.416228221847483,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Electronic check,20.964996570886186,1654.85,No
6646-VRFOL,Male,0.9819240308793271,Yes,Yes,58.157897888970716,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.81450880626964,295.95,No
3460-TJBWI,Female,0.0,No,No,25.08588073820457,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,22.910267500307484,1908.35,Yes
5917-HBSDW,Female,0.0,Yes,Yes,40.27883327571346,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),18.232400821034275,809.75,Yes
5685-IIXLY,Male,0.0,No,Yes,4.682357518992225,Yes,No,No,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,91.1342380609897,55.05,No
5671-UUNXD,Male,0.9381197915919204,No,No,48.88973137501742,No,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),96.39326317333177,70.3,No
0956-ACVZC,Male,0.0,Yes,Yes,55.108453779879646,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),98.39337887694414,140.1,Yes
2325-NBPZG,Female,0.0,No,Yes,2.960457678942476,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),67.89393402883883,2157.3,Yes
4250-ZBWLV,Male,0.0,Yes,Yes,64.97700843146846,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),110.01418707253194,97,Yes
4482-FTFFX,Male,0.0,Yes,Yes,4.934825510164332,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,55.655435052481074,1559.15,No
8859-DZTGQ,Female,0.0,No,Yes,33.34505632164375,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),19.241257774267986,249.55,Yes
0440-MOGPM,Male,0.0,No,Yes,42.63743950444697,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),77.95736971985389,313.45,Yes
0020-JDNXP,Female,0.0,Yes,No,35.77823638999795,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,62.60846085245126,6979.8,No
3752-CQSJI,Male,0.0,Yes,No,11.746884862279213,No,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),18.51637530420202,949.8,Yes
5025-GOOKI,Male,0.0,No,Yes,19.73711886300673,No,No,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,17.275465192763065,3019.25,Yes
4698-KVLLG,Female,1.0058385745263652,Yes,Yes,53.41087118277851,No,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,19.26457958548044,4146.05,Yes
5095-AESKG,Male,0.0,No,No,3.280187067431523,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),99.18827566337141,528.45,Yes
2887-JPYLU,Female,0.0,No,No,38.57349662761134,No,No,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),44.87984383954052,1184,Yes
4770-QAZXN,Male,0.0,No,Yes,12.324981007158511,No,No,DSL,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),19.169787121083782,201.7,Yes
4896-CPRPF,Male,0.0,Yes,Yes,35.415884909687655,Yes,Yes,No,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,27.580523312985616,2964,No
1871-MOWRM,Female,0.0,Yes,No,13.088590328183844,No,No,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,86.77748855911494,4003.85,No
9714-EDSUC,Male,0.0,No,No,3.659147455022118,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,89.3185729041176,1714.95,Yes
2027-OAQQC,Male,0.0,No,No,38.9864679813181,Yes,No,No,No,Yes,Yes,No,No,No,One year,No,Mailed check,44.6989900579241,4310.35,Yes
0282-NVSJS,Female,0.9844159647494635,Yes,Yes,12.801181351155355,No,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),31.639998227679502,3160.55,No
9090-SGQXL,Female,1.0834000807587194,No,No,62.370903335520055,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,113.90793470321721,6511.25,Yes
6595-YGXIT,Female,1.0403572150967662,Yes,No,25.72323808095605,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),81.8537508302738,162.55,Yes
7353-YOWFP,Male,0.0,Yes,Yes,6.70038613083264,No,No,No,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,20.565506060320168,1335.2,No
9835-ZIITK,Female,0.947291041464719,No,Yes,66.28314342831509,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,110.46679542240724,4018.05,Yes
8008-ESFLK,Male,0.0,No,Yes,48.68229357151839,No,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),103.16929984400338,45.75,No
7537-CBQUZ,Female,1.0185931490458437,No,Yes,62.198153550756956,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,No,Mailed check,112.96692863017722,908.75,No
1555-DJEQW,Female,0.0,Yes,Yes,75.2530034127826,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,109.7840057482397,2948.6,Yes
5649-TJHOV,Female,1.06203948063184,Yes,Yes,28.43610604011266,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),36.587758432418774,994.8,No
0519-XUZJU,Female,0.0,No,Yes,1.0478699530599376,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.2803145609691,7723.7,Yes
3363-EWLGO,Male,0.0,Yes,Yes,5.432252332095555,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,20.845210149766856,5552.05,Yes
4750-UKWJK,Female,0.9049714935815283,No,Yes,39.63755068930414,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),20.027489885751294,1622.45,Yes
6338-AVWCY,Female,0.0,No,Yes,3.01286072931285,No,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.40403830425467,4039.3,Yes
1689-YQBYY,Male,0.0,Yes,Yes,12.97279929214984,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,One year,Yes,Mailed check,81.44638587004957,104.2,No
